"movie","count ( _id )","latitude","longitude"
"Thunivu","82","78.4740613","17.360589"
"Thunivu & Varisu","2","79.7634644","11.7564329"
"Varisu","12","-74.0060152","40.7127281"
"Varisu","1","78.91506632525903","18.82135895"
"Thunivu","8","82.18422479792069","17.1213126"
"Thunivu","2","77.47420048524822","9.969664300000002"
"Varisu","1","76.6167407","13.9443237"
"Varisu","5","75.7387543","12.42149"
"Varisu","1","78.61314549522919","20.82562315"
"Thunivu","1","-115.002136","55.001251"
"Thunivu & Varisu","1","76.8961961","12.5238888"
"Varisu","7","78.43178336758146","17.231163600000002"
"Varisu","2","80.24099949725411","13.035944350000001"
"Thunivu & Varisu","2","74.3141829","31.5656822"
"Varisu","3","77.7112925","8.7284271"
"Thunivu & Varisu","9","78.6677428","22.3511148"
"Thunivu","3","-116.338303","33.7217965"
"Thunivu","1","77.36536124793122","9.031895800000001"
"Varisu","2","74.639","26.4691"
"Varisu","45","72.878176","19.0785451"
"Varisu","5","-118.755997","36.7014631"
"Thunivu & Varisu","2","77.36536124793122","9.031895800000001"
"Thunivu & Varisu","7","73.8282141","15.4989946"
"Thunivu & Varisu","3","80.815939","18.7935679"
"Thunivu","1","78.75987014206322","12.610081749999999"
"Thunivu","28","139.7594549","35.6828387"
"Thunivu & Varisu","2","73.0198537","19.0308262"
"Varisu","44","75.8574194","25.1737019"
"Thunivu & Varisu","1","88.1398483","25.0057449"
"Varisu","1","77.60912867038894","9.560136400000001"
"Thunivu & Varisu","2","73.4493301","30.8091281"
"Thunivu","7","79.9873763","14.4493717"
"Varisu","1","86.51720367235285","25.22081165"
"Varisu","2","-82.6881395","40.2253569"
"Thunivu & Varisu","18","83.3012842","17.7231276"
"Thunivu","6","75.8681996","22.7203616"
"Thunivu & Varisu","1","-74.047455","40.7215682"
"Thunivu & Varisu","8","77.55625984224562","14.6546235"
"Thunivu","1","78.41517103591221","15.52481495"
"Varisu","1","79.8574626","6.8753015"
"Thunivu","1","72.9701779","19.1943294"
"Thunivu","1","78.07975266019861","8.756745200000001"
"Varisu","1","-2.2913864850545362","53.46310955"
"Thunivu","1","77.3415747","11.127834"
"Thunivu & Varisu","6","-115.148516","36.1672559"
"Thunivu","1","77.51826437085998","9.403158399999999"
"Thunivu","10","79.1328042","18.4348122"
"Thunivu","1","88.3544854","22.5666449"
"Varisu","1","-95.3676974","29.7589382"
"Thunivu","2","78.0673979084697","10.3303299"
"Thunivu","5","80.9346001","26.8381"
"Varisu","13","74.8580917","32.7185614"
"Thunivu & Varisu","3","-78.4927721","37.1232245"
"Varisu","3","77.8784563961865","9.5208936"
"Thunivu & Varisu","4","77.4290492","8.1880471"
"Thunivu & Varisu","4","76.9628425","11.0018115"
"Thunivu","2","81.527344","16.5427689"
"Thunivu","2","79.9070839","13.1394221"
"Varisu","4","-2.2451148","53.4794892"
"Thunivu & Varisu","1","79.8375761","10.91571"
"Thunivu & Varisu","2","81.3732849","21.2120677"
"Thunivu & Varisu","2","80.7137847","7.5554942"
"Thunivu","1","-71.2008933","42.7884226"
"Varisu","2","77.67662686841793","11.369204400000001"
"Varisu","1","72.82810491917377","18.9733536"
"Varisu","13","79.15555061803596","13.1601048"
"Varisu","8","90.389015","23.7644025"
"Thunivu","5","79.1381497","10.7860267"
"Varisu","5","76.78414567016054","30.72984395"
"Thunivu & Varisu","6","-86.000977","50.000678"
"Thunivu","1","-1.9026911","52.4796992"
"Varisu","1","77.54606363094817","11.259098550000001"
"Thunivu & Varisu","2","75.86400024852765","11.0507863"
"Varisu","1","78.4399014","17.4177464"
"Varisu","1","80.15986241084877","13.1128863"
"Varisu","1","152.4844444","-29.8316667"
"Thunivu & Varisu","1","-118.172015","34.0239015"
"Varisu","2","-77.0365427","38.8950368"
"Thunivu & Varisu","3","76.8323648","15.2485413"
"Thunivu & Varisu","17","78.43178336758146","17.231163600000002"
"Thunivu","2","80.2159247","13.0400731"
"Thunivu","1","73.4569787039826","17.282607900000002"
"Thunivu","9","1.8883335","46.603354"
"Varisu","2","-122.036349","37.3688301"
"Thunivu & Varisu","11","-123.113952","49.2608724"
"Thunivu","1","80.7137847","7.5554942"
"Thunivu & Varisu","1","81.71561488059287","16.99842865"
"Varisu","1","78.0673979084697","10.3303299"
"Thunivu & Varisu","22","-116.2188054","33.7192808"
"Thunivu & Varisu","2","85.8394521","20.2602964"
"Thunivu & Varisu","1","77.333333","18.083333"
"Thunivu & Varisu","1","-77.0365427","38.8950368"
"Thunivu & Varisu","1","79.37173036154906","10.9645549"
"Varisu","1","-87.6244212","41.8755616"
"Varisu","1","83.76273169028727","26.42384715"
"Varisu","1","55.3922644","25.3349528"
"Thunivu & Varisu","2","-1.2649062","52.5310214"
"Thunivu & Varisu","2","77.51826437085998","9.403158399999999"
"Varisu","4","83.4052196224888","18.1120819"
"Thunivu & Varisu","12","-122.330062","47.6038321"
"Thunivu & Varisu","39","-84.6824346","43.6211955"
"Varisu","1","-72.1021488","-15.5404966"
"Thunivu","2","75.574978","13.9326093"
"Thunivu & Varisu","1","-95.1508003","43.32396"
"Varisu","9","77.5792694","8.7012203"
"Varisu","2","77.5444995","12.9401439"
"Varisu","1","79.21749353315548","16.8579636"
"Thunivu & Varisu","2","77.083333","17.166667"
"Thunivu & Varisu","3","114.0285535386117","22.331829"
"Thunivu","26","-123.033121","44.9391565"
"Varisu","19","78.6870296","10.804973"
"Thunivu & Varisu","6","78.19304301026716","12.09680475"
"Thunivu","1","73.8282141","15.4989946"
"Thunivu & Varisu","1","73.0351433","26.2967719"
"Varisu","45","78.3665347","10.9094334"
"Thunivu & Varisu","2","85.2557301","23.4559809"
"Thunivu & Varisu","1","-100.540737","47.6201461"
"Varisu","1","81.6941956","7.7356027"
"Thunivu","1","77.6808494","13.0001486"
"Varisu","1","78.9617306","29.2117573"
"Thunivu","1","77.8784563961865","9.5208936"
"Varisu","1","-4.2488787","55.8609825"
"Thunivu & Varisu","1","79.50454752230621","20.0967555"
"Thunivu","2","-87.883117","41.8814197"
"Thunivu","2","-79.3839347","43.6534817"
"Thunivu","2","80.19055200588386","13.0142482"
"Varisu","12","79.1381497","10.7860267"
"Varisu","2","-0.0919983","51.5156177"
"Thunivu & Varisu","1","-90.2915132","43.2233214"
"Varisu","1","112.4178015","-7.8344579"
"Thunivu & Varisu","4","-118.755997","36.7014631"
"Varisu","14","-84.6824346","43.6211955"
"Thunivu & Varisu","1","-98.5456116","31.2638905"
"Thunivu","1","74.6236037","15.2490284"
"Varisu","1","75.0066516","15.4540505"
"Thunivu & Varisu","2","127.6961188","36.638392"
"Varisu","1","77.3472673","11.1671878"
"Varisu","2","4.8936041","52.3727598"
"Varisu","18","-79.1053129","40.7395087"
"Varisu","1","80.0023489","17.594432"
"Thunivu & Varisu","2","-95.2414104","38.7311123"
"Thunivu","2","83.4052196224888","18.1120819"
"Thunivu & Varisu","64","78.4740613","17.360589"
"Varisu","3","75.851601","30.9090157"
"Thunivu & Varisu","1","80.24099949725411","13.035944350000001"
"Thunivu & Varisu","3","83.0076292","25.3356491"
"Varisu","12","78.6677428","22.3511148"
"Thunivu","73","72.878176","19.0785451"
"Thunivu & Varisu","1","74.7870308","13.3519723"
"Thunivu & Varisu","1","81.91817932322371","16.896833700000002"
"Thunivu & Varisu","11","71.745261","22.3850051"
"Thunivu & Varisu","98","74.0855134","15.3004543"
"Thunivu","1","-87.6244212","41.8755616"
"Thunivu & Varisu","6","-74.0060152","40.7127281"
"Thunivu & Varisu","2","79.824659783024","10.805627600000001"
"Varisu","11","77.55625984224562","14.6546235"
"Varisu","2","73.0351433","26.2967719"
"Varisu","4","78.54855180269425","14.752265900000001"
"Varisu","1","76.0851692","11.6136614"
"Thunivu & Varisu","5","76.6553609","12.3051828"
"Varisu","1","78.4745688","17.3140928"
"Varisu","7","79.83512262283737","13.77928955"
"Varisu","1","80.6464219","16.2377735"
"Thunivu","2","77.5340719","23.8143419"
"Varisu","1","80.333333","17.5"
"Thunivu & Varisu","2","79.5970954","17.9820644"
"Thunivu","1","9.400138","33.8439408"
"Thunivu","11","80.6185089","16.5087573"
"Thunivu & Varisu","2","-115.54896378664561","35.1456319"
"Thunivu & Varisu","2","76.78414567016054","30.72984395"
"Varisu","26","76.9628425","11.0018115"
"Thunivu & Varisu","4","76.2674136","9.931308"
"Thunivu","1","78.1337246","13.1367201"
"Varisu","26","79.1328042","18.4348122"
"Thunivu & Varisu","1","-95.3676974","29.7589382"
"Thunivu & Varisu","2","23.21964608602439","58.5959044"
"Thunivu","1","-81.6936772","41.4996574"
"Thunivu","1","77.4310125","8.969979"
"Varisu","1","-1.4702278","53.3806626"
"Varisu","1","79.62739425974078","11.155182199999999"
"Thunivu & Varisu","23","-96.7968559","32.7762719"
"Thunivu & Varisu","1","-100.8726618","37.9716898"
"Varisu","2","85.906508","25.6440845"
"Varisu","1","77.26537576524208","11.5523741"
"Varisu","2","77.3271074","28.5707841"
"Varisu","1","6.2428283","51.8322137"
"Thunivu","3","77.7112925","8.7284271"
"Varisu","1","-77.652197","34.3743351"
"Thunivu","3","78.43178336758146","17.231163600000002"
"Varisu","1","-9.0490601","53.2744122"
"Varisu","21","83.3012842","17.7231276"
"Thunivu & Varisu","1","77.95911462089693","16.696568550000002"
"Varisu","1","78.24400876748888","19.57746895"
"Thunivu & Varisu","1","-92.447758","42.5361805"
"Thunivu & Varisu","2","74.1319229","14.8120931"
"Varisu","5","79.1151663","17.8495919"
"Thunivu & Varisu","132","80.270186","13.0836939"
"Thunivu","31","-100.445882","39.7837304"
"Thunivu","86","77.590082","12.9767936"
"Thunivu & Varisu","1","-80.9242566","33.9743218"
"Thunivu & Varisu","1","77.4120356","28.6711527"
"Varisu","14","79.80694879844232","10.91564885"
"Thunivu","8","79.55053744434807","13.1596519"
"Thunivu & Varisu","2","76.9343247","10.5822989"
"Thunivu","1","79.6322142471716","12.2131306"
"Thunivu","1","80.1549869218863","12.8422129"
"Thunivu","1","79.3341878","12.9245871"
"Thunivu & Varisu","35","72.878176","19.0785451"
"Thunivu & Varisu","2","78.48831693262684","28.9233969"
"Thunivu","1","81.7804732","17.0050454"
"Varisu","3","76.2674136","9.931308"
"Thunivu & Varisu","5","77.5792694","8.7012203"
"Varisu","1","85.5","21.5"
"Varisu","1","-1.9026911","52.4796992"
"Varisu","1","-112.074141","33.4484367"
"Varisu","43","77.2090057","28.6138954"
"Thunivu","2","-83.3393462","37.3112042"
"Varisu","6","81.8338005","25.4381302"
"Varisu","1","51.5264162","25.2856329"
"Thunivu & Varisu","1","78.2206536","12.5188835"
"Thunivu","3","31.7389749","-0.3408299"
"Varisu","3","70.8028377","22.3053263"
"Thunivu & Varisu","1","-82.8154387","37.5078766"
"Thunivu & Varisu","5","-122.036349","37.3688301"
"Thunivu","1","79.21749353315548","16.8579636"
"Varisu","1","-83.0007065","39.9622601"
"Thunivu & Varisu","3","-121.9544387","37.7648021"
"Thunivu & Varisu","3","79.1151663","17.8495919"
"Varisu","1","-94.6113288","45.9896587"
"Varisu","1","-121.890591","37.3361663"
"Thunivu & Varisu","1","72.9544157804841","21.19177615"
"Thunivu & Varisu","3","52.538864","29.6209095"
"Varisu","1","-121.9544387","37.7648021"
"Varisu","7","74.0855134","15.3004543"
"Thunivu & Varisu","1","80.5522462","16.0683776"
"Varisu","1","-111.9260184","33.4942189"
"Thunivu","1","-123.315869","44.9189206"
"Varisu","3","78.77085116013691","14.2012997"
"Varisu","4","79.9070839","13.1394221"
"Thunivu & Varisu","58","80.6185089","16.5087573"
"Thunivu","6","77.83047762243062","9.0653134"
"Thunivu & Varisu","1","87.13033088387233","25.2871758"
"Thunivu","4","-82.6881395","40.2253569"
"Varisu","1","2.2530693162378235","48.841363400000006"
"Varisu","1","77.0233627","28.9953758"
"Thunivu","1","75.86400024852765","11.0507863"
"Thunivu & Varisu","2","70.0363797","23.1194278"
"Thunivu & Varisu","1","-48.519030919843786","-25.5207941"
"Varisu","1","81.71561488059287","16.99842865"
"Thunivu & Varisu","4","80.1150525","12.9245279"
"Thunivu & Varisu","1","-82.3090307","37.7139892"
"Thunivu & Varisu","16","-102.4107493","34.2331373"
"Thunivu & Varisu","2","-122.3558473","37.7884969"
"Thunivu","1","145.2807256","-38.0997308"
"Varisu","1","106.6992603","10.7325617"
"Varisu","19","75.6741579","18.9068356"
"Thunivu","1","74.7486779","13.333688"
"Varisu","1","-118.1444779","34.1476452"
"Varisu","13","77.8309478","12.7328844"
"Thunivu & Varisu","1","79.6322142471716","12.2131306"
"Varisu","3","78.85907071521498","9.3895523"
"Varisu","5","78.47914644847344","13.57325965"
"Thunivu & Varisu","4","74.58676543279755","17.1726928"
"Varisu","1","126.9782914","37.5666791"
"Thunivu & Varisu","15","76.5120396","10.3528744"
"Varisu","3","2.7537863","48.6443057"
"Varisu","3","-122.3558473","37.7884969"
"Varisu","8","-122.419906","37.7790262"
"Varisu","7","4.6667145","50.6402809"
"Varisu","2","-73.5698065","45.5031824"
"Varisu","7","78.16615283668403","11.284224850000001"
"Thunivu","2","79.1151663","17.8495919"
"Thunivu","1","-121.890591","37.3361663"
"Thunivu","5","79.5970954","17.9820644"
"Thunivu","5","81.08045423126018","17.015219000000002"
"Varisu","1","78.2599926","10.5387833"
"Thunivu & Varisu","1","77.44261877550801","11.450099699999999"
"Thunivu & Varisu","1","78.54855180269425","14.752265900000001"
"Varisu","5","-4.8379791","39.3260685"
"Thunivu","9","-112.074141","33.4484367"
"Thunivu & Varisu","2","-122.849143","49.1913033"
"Varisu","2","81.08045423126018","17.015219000000002"
"Thunivu","2","78.6830614","10.8219673"
"Thunivu & Varisu","48","75.8574194","25.1737019"
"Varisu","1","-77.36195598496681","25.029422"
"Thunivu","6","-118.242766","34.0536909"
"Thunivu & Varisu","12","78.1602498","11.6612012"
"Varisu","6","79.3341878","12.9245871"
"Thunivu & Varisu","1","88.3544854","22.5666449"
"Varisu","1","77.97079099881387","11.38845225"
"Varisu","2","77.64429617998744","21.15454115"
"Thunivu & Varisu","1","78.310799","19.9186968"
"Varisu","2","80.1146503","12.9269402"
"Thunivu & Varisu","1","-121.493895","38.5810606"
"Thunivu","10","25.9209164","63.2467777"
"Thunivu","1","-97.1025077","32.4334742"
"Thunivu","2","73.8544541","18.521428"
"Thunivu","3","77.5499338","8.079252"
"Varisu","2","139.636768","35.444991"
"Varisu","3","-82.8154387","37.5078766"
"Thunivu & Varisu","1","-126.916667","50.583333"
"Varisu","1","80.1026704","13.1194809"
"Varisu","6","87.6855882","22.9964948"
"Thunivu & Varisu","7","80.6464219","16.2377735"
"Varisu","1","75.56805772253911","31.29201065"
"Thunivu & Varisu","3","78.08485454572889","10.9301522"
"Thunivu & Varisu","3","80.6781883","16.4870149"
"Varisu","25","78.1602498","11.6612012"
"Thunivu","2","77.1565959","28.6600584"
"Thunivu & Varisu","1","-95.6749486","33.3926893"
"Thunivu & Varisu","1","75.7387543","12.42149"
"Varisu","1","-2.2273919","53.0117627"
"Thunivu","5","-95.6749486","33.3926893"
"Thunivu","1","81.91817932322371","16.896833700000002"
"Varisu","1","-77.1929215","39.1399187"
"Thunivu","1","-114.065465","51.0460954"
"Varisu","1","77.99423669348936","20.053858249999998"
"Thunivu","1","81.89048865210793","17.051830449999997"
"Thunivu","2","-121.6846349","37.2333253"
"Varisu","1","-89.7482978","43.1378765"
"Thunivu","1","-80.5121147","43.5919677"
"Varisu","10","-106.650985","35.0841034"
"Thunivu & Varisu","1","77.9242636919308","13.79256415"
"Thunivu & Varisu","3","-121.6846349","37.2333253"
"Thunivu","1","-79.7599337","43.6858146"
"Thunivu & Varisu","3","2.7537863","48.6443057"
"Varisu","1","-81.7798545","39.0753562"
"Varisu","1","76.215806","10.3454442"
"Thunivu","1","73.0198537","19.0308262"
"Thunivu","5","77.3271074","28.5707841"
"Varisu","2","74.8736788","31.6343083"
"Varisu","3","-116.2188054","33.7192808"
"Thunivu & Varisu","8","8.7876653","61.1529386"
"Thunivu & Varisu","1","84.0658109","24.0397192"
"Varisu","1","-81.1423236","33.3226546"
"Thunivu","5","-86.000977","50.000678"
"Varisu","1","-93.0931028","44.9497487"
"Thunivu & Varisu","1","77.5575954","9.440617"
