"count ( _id )","latitude","longitude"
"63ba915476cfd2f2afae1044","77.5575954","9.440617"
"63ba915976cfd2f2afae1057","79.0006410968549","12.7948109"
"63ba915a76cfd2f2afae105c","79.0006410968549","12.7948109"
"63ba915c76cfd2f2afae1067","79.15555061803596","13.1601048"
"63ba915d76cfd2f2afae1068","79.0006410968549","12.7948109"
"63ba915d76cfd2f2afae106a","79.0006410968549","12.7948109"
"63ba916276cfd2f2afae107e","79.3341878","12.9245871"
"63ba916276cfd2f2afae1080","79.1309695","12.9071753"
"63ba916776cfd2f2afae1094","79.9839686","12.9647163"
"63ba916876cfd2f2afae1099","79.0006410968549","12.7948109"
"63ba916976cfd2f2afae109a","79.0006410968549","12.7948109"
"63ba916a76cfd2f2afae10a2","79.0006410968549","12.7948109"
"63ba916b76cfd2f2afae10a4","80.1026704","13.1194809"
"63ba916e76cfd2f2afae10b2","79.0006410968549","12.7948109"
"63baa1df76cfd2f2afae10b9","76.947551","8.4882267"
"63baa1e776cfd2f2afae10dc","76.947551","8.4882267"
"63baa1ea76cfd2f2afae10e5","77.36536124793122","9.031895800000001"
"63baa1ec76cfd2f2afae10f1","76.947551","8.4882267"
"63baa1f176cfd2f2afae1103","77.5792694","8.7012203"
"63baa1f176cfd2f2afae1105","77.5792694","8.7012203"
"63baa1f576cfd2f2afae1114","77.5792694","8.7012203"
"63baa1f876cfd2f2afae111f","79.55053744434807","13.1596519"
"63baa1fe76cfd2f2afae113a","79.0006410968549","12.7948109"
"63baa20176cfd2f2afae1147","79.0006410968549","12.7948109"
"63baa20376cfd2f2afae114c","79.1643137","12.936069"
"63baa20476cfd2f2afae1151","79.0006410968549","12.7948109"
"63baa20776cfd2f2afae115d","79.0006410968549","12.7948109"
"63baa20776cfd2f2afae115f","79.0006410968549","12.7948109"
"63baa20876cfd2f2afae1162","79.0006410968549","12.7948109"
"63baaa45f242a98cabfe4f05","80.270186","13.0836939"
"63baaa45f242a98cabfe4f06","80.270186","13.0836939"
"63baaa48f242a98cabfe4f13","80.270186","13.0836939"
"63baaa4cf242a98cabfe4f24","80.270186","13.0836939"
"63baaa4cf242a98cabfe4f26","79.15555061803596","13.1601048"
"63baaa4ef242a98cabfe4f2d","80.270186","13.0836939"
"63baaa51f242a98cabfe4f3a","80.270186","13.0836939"
"63baac7cbf318fc993ccf320","77.166667","16.083333"
"63baac7cbf318fc993ccf322","81.08045423126018","17.015219000000002"
"63baac8abf318fc993ccf330","80.4541588","16.2915189"
"63baac8abf318fc993ccf331","81.527344","16.5427689"
"63baac8cbf318fc993ccf339","78.0425373","15.8309251"
"63baac8fbf318fc993ccf346","80.6185089","16.5087573"
"63ba915576cfd2f2afae1048","76.947551","8.4882267"
"63ba915b76cfd2f2afae105f","80.270186","13.0836939"
"63ba915c76cfd2f2afae1066","79.3341878","12.9245871"
"63ba915d76cfd2f2afae1069","79.0006410968549","12.7948109"
"63ba915f76cfd2f2afae1071","79.0006410968549","12.7948109"
"63ba916076cfd2f2afae1076","79.15555061803596","13.1601048"
"63ba916076cfd2f2afae1077","79.0006410968549","12.7948109"
"63ba916376cfd2f2afae1082","79.0006410968549","12.7948109"
"63ba916676cfd2f2afae108f","79.0006410968549","12.7948109"
"63ba916676cfd2f2afae1090","79.0006410968549","12.7948109"
"63ba916b76cfd2f2afae10a5","78.77085116013691","14.2012997"
"63ba916c76cfd2f2afae10a8","80.05106225488868","13.0768552"
"63ba916c76cfd2f2afae10a9","79.0006410968549","12.7948109"
"63ba916e76cfd2f2afae10af","79.15555061803596","13.1601048"
"63baa1e676cfd2f2afae10d6","77.5792694","8.7012203"
"63baa1ed76cfd2f2afae10f5","76.947551","8.4882267"
"63baa1ee76cfd2f2afae10f7","77.5792694","8.7012203"
"63baa1f576cfd2f2afae1115","77.5792694","8.7012203"
"63baa1f676cfd2f2afae1118","77.5792694","8.7012203"
"63baa1f776cfd2f2afae111c","79.0006410968549","12.7948109"
"63baa1fc76cfd2f2afae1132","79.0006410968549","12.7948109"
"63baa1ff76cfd2f2afae113f","79.0006410968549","12.7948109"
"63baa20176cfd2f2afae1144","79.9839686","12.9647163"
"63baa20276cfd2f2afae1149","79.0006410968549","12.7948109"
"63baa20376cfd2f2afae114f","79.3341878","12.9245871"
"63baa20576cfd2f2afae1156","80.1150525","12.9245279"
"63baa20776cfd2f2afae115e","79.0006410968549","12.7948109"
"63baa20b76cfd2f2afae116f","78.77085116013691","14.2012997"
"63baa20d76cfd2f2afae1179","79.0006410968549","12.7948109"
"63baaa48f242a98cabfe4f11","80.270186","13.0836939"
"63baaa49f242a98cabfe4f14","80.270186","13.0836939"
"63baaa49f242a98cabfe4f16","80.270186","13.0836939"
"63baaa49f242a98cabfe4f18","80.270186","13.0836939"
"63baaa4af242a98cabfe4f1d","79.15555061803596","13.1601048"
"63baaa4ff242a98cabfe4f32","80.270186","13.0836939"
"63baaa4ff242a98cabfe4f34","80.270186","13.0836939"
"63baaa50f242a98cabfe4f38","80.270186","13.0836939"
"63baaa51f242a98cabfe4f3b","80.270186","13.0836939"
"63baaa52f242a98cabfe4f3f","80.270186","13.0836939"
"63baaa58f242a98cabfe4f5e","80.270186","13.0836939"
"63baaa5af242a98cabfe4f64","80.270186","13.0836939"
"63baaa5af242a98cabfe4f65","80.270186","13.0836939"
"63baac7cbf318fc993ccf31f","80.1863809","15.9240905"
"63baac7cbf318fc993ccf323","81.08045423126018","17.015219000000002"
"63baac7dbf318fc993ccf324","81.527344","16.5427689"
"63baac8ebf318fc993ccf343","78.4740613","17.360589"
"63baac92bf318fc993ccf354","80.1863809","15.9240905"
"63baac92bf318fc993ccf355","80.6185089","16.5087573"
"63baac95bf318fc993ccf361","80.6185089","16.5087573"
"63ba915876cfd2f2afae1056","79.3341878","12.9245871"
"63ba915a76cfd2f2afae105d","80.1026704","13.1194809"
"63ba915d76cfd2f2afae106b","79.3341878","12.9245871"
"63ba915f76cfd2f2afae1073","79.0006410968549","12.7948109"
"63ba916076cfd2f2afae1075","79.0006410968549","12.7948109"
"63ba916276cfd2f2afae107f","80.1549869218863","12.8422129"
"63ba916476cfd2f2afae1085","79.0006410968549","12.7948109"
"63ba916476cfd2f2afae1086","80.270186","13.0836939"
"63ba916676cfd2f2afae108e","80.270186","13.0836939"
"63ba916976cfd2f2afae109d","79.9839686","12.9647163"
"63ba916a76cfd2f2afae10a0","79.0006410968549","12.7948109"
"63ba916a76cfd2f2afae10a1","79.0006410968549","12.7948109"
"63ba916c76cfd2f2afae10aa","79.0006410968549","12.7948109"
"63ba916d76cfd2f2afae10ab","79.0006410968549","12.7948109"
"63ba916d76cfd2f2afae10ae","80.270186","13.0836939"
"63baa1df76cfd2f2afae10b8","77.5792694","8.7012203"
"63baa1e076cfd2f2afae10bc","77.5792694","8.7012203"
"63baa1e176cfd2f2afae10c0","76.947551","8.4882267"
"63baa1e276cfd2f2afae10c4","77.5792694","8.7012203"
"63baa1e376cfd2f2afae10c9","77.5792694","8.7012203"
"63baa1e476cfd2f2afae10cc","77.5792694","8.7012203"
"63baa1eb76cfd2f2afae10eb","77.5792694","8.7012203"
"63baa1eb76cfd2f2afae10ec","77.5792694","8.7012203"
"63baa1ed76cfd2f2afae10f3","76.947551","8.4882267"
"63baa1ee76cfd2f2afae10f8","77.5792694","8.7012203"
"63baa1ee76cfd2f2afae10f9","77.5792694","8.7012203"
"63baa1f076cfd2f2afae10ff","77.5792694","8.7012203"
"63baa1f276cfd2f2afae1107","77.5792694","8.7012203"
"63baa1f376cfd2f2afae110b","77.5792694","8.7012203"
"63baa1f376cfd2f2afae110c","78.1452745","8.8052602"
"63baa1f476cfd2f2afae1112","77.5792694","8.7012203"
"63baa1f676cfd2f2afae1117","77.5792694","8.7012203"
"63baa1f776cfd2f2afae111b","79.0006410968549","12.7948109"
"63baa1f976cfd2f2afae1125","80.1549869218863","12.8422129"
"63baa1fa76cfd2f2afae112a","79.0006410968549","12.7948109"
"63baa1fd76cfd2f2afae1133","79.0006410968549","12.7948109"
"63baa1fd76cfd2f2afae1134","78.77085116013691","14.2012997"
"63baa1fd76cfd2f2afae1136","79.0006410968549","12.7948109"
"63baa1fe76cfd2f2afae1137","79.0006410968549","12.7948109"
"63baa1ff76cfd2f2afae113d","79.55053744434807","13.1596519"
"63baa20176cfd2f2afae1146","80.1026704","13.1194809"
"63baa20276cfd2f2afae114b","79.0006410968549","12.7948109"
"63baa20476cfd2f2afae1152","79.0006410968549","12.7948109"
"63baa20476cfd2f2afae1154","79.55053744434807","13.1596519"
"63baa20676cfd2f2afae115a","79.9839686","12.9647163"
"63baa20876cfd2f2afae1163","79.0006410968549","12.7948109"
"63baa20b76cfd2f2afae116e","79.15555061803596","13.1601048"
"63baa20b76cfd2f2afae1170","78.77085116013691","14.2012997"
"63baa20c76cfd2f2afae1175","79.9839686","12.9647163"
"63baaa45f242a98cabfe4f04","80.270186","13.0836939"
"63baaa46f242a98cabfe4f07","80.270186","13.0836939"
"63baaa46f242a98cabfe4f09","80.1026704","13.1194809"
"63baaa49f242a98cabfe4f17","80.270186","13.0836939"
"63baaa4af242a98cabfe4f1a","80.2277203","12.9117073"
"63baaa4af242a98cabfe4f1b","80.270186","13.0836939"
"63baaa4bf242a98cabfe4f21","80.270186","13.0836939"
"63baaa4df242a98cabfe4f2a","80.270186","13.0836939"
"63ba915e76cfd2f2afae106f","79.15555061803596","13.1601048"
"63ba916076cfd2f2afae1078","79.9839686","12.9647163"
"63ba916376cfd2f2afae1083","80.1150525","12.9245279"
"63ba916476cfd2f2afae1087","79.0006410968549","12.7948109"
"63ba916476cfd2f2afae1088","79.15555061803596","13.1601048"
"63ba916576cfd2f2afae108b","79.0006410968549","12.7948109"
"63ba916a76cfd2f2afae109e","79.9839686","12.9647163"
"63ba916d76cfd2f2afae10ac","79.0006410968549","12.7948109"
"63baa1de76cfd2f2afae10b6","76.947551","8.4882267"
"63baa1e076cfd2f2afae10bd","76.947551","8.4882267"
"63baa1e176cfd2f2afae10bf","77.36536124793122","9.031895800000001"
"63baa1e176cfd2f2afae10c1","77.5792694","8.7012203"
"63baa1e276cfd2f2afae10c5","76.947551","8.4882267"
"63baa1e276cfd2f2afae10c7","77.5792694","8.7012203"
"63baa1f076cfd2f2afae1100","77.5792694","8.7012203"
"63baa1f176cfd2f2afae1104","77.5792694","8.7012203"
"63baa1f776cfd2f2afae111d","79.15555061803596","13.1601048"
"63baa1f876cfd2f2afae111e","79.0006410968549","12.7948109"
"63baa1f976cfd2f2afae1122","80.1443190204823","12.95935475"
"63baa1f976cfd2f2afae1123","79.0006410968549","12.7948109"
"63baa20076cfd2f2afae1142","79.0006410968549","12.7948109"
"63baa20576cfd2f2afae1155","79.15555061803596","13.1601048"
"63baa20576cfd2f2afae1157","80.1150525","12.9245279"
"63baa20676cfd2f2afae115c","79.0006410968549","12.7948109"
"63baa20876cfd2f2afae1161","79.0006410968549","12.7948109"
"63baa20a76cfd2f2afae116a","79.0006410968549","12.7948109"
"63baa20a76cfd2f2afae116c","79.0006410968549","12.7948109"
"63baa20d76cfd2f2afae1176","79.9839686","12.9647163"
"63baa20d76cfd2f2afae1177","79.0006410968549","12.7948109"
"63baaa46f242a98cabfe4f0a","80.270186","13.0836939"
"63baaa47f242a98cabfe4f0c","80.270186","13.0836939"
"63baaa48f242a98cabfe4f12","80.270186","13.0836939"
"63baaa4af242a98cabfe4f19","80.270186","13.0836939"
"63baaa4ef242a98cabfe4f2c","80.270186","13.0836939"
"63baaa50f242a98cabfe4f36","80.270186","13.0836939"
"63baaa53f242a98cabfe4f44","79.15555061803596","13.1601048"
"63baaa54f242a98cabfe4f4b","80.270186","13.0836939"
"63baaa57f242a98cabfe4f56","80.270186","13.0836939"
"63baaa57f242a98cabfe4f57","80.270186","13.0836939"
"63baac7abf318fc993ccf31c","80.6185089","16.5087573"
"63baac7bbf318fc993ccf31e","80.4541588","16.2915189"
"63baac8dbf318fc993ccf33c","80.4541588","16.2915189"
"63baac8ebf318fc993ccf342","80.4541588","16.2915189"
"63baac90bf318fc993ccf34d","80.6185089","16.5087573"
"63baac93bf318fc993ccf35b","80.1863809","15.9240905"
"63ba915876cfd2f2afae1054","80.1549869218863","12.8422129"
"63ba915976cfd2f2afae1058","79.0006410968549","12.7948109"
"63ba915e76cfd2f2afae106c","79.0006410968549","12.7948109"
"63ba915e76cfd2f2afae106e","79.0006410968549","12.7948109"
"63ba916176cfd2f2afae1079","79.0006410968549","12.7948109"
"63ba916176cfd2f2afae107a","78.77085116013691","14.2012997"
"63ba916176cfd2f2afae107b","78.77085116013691","14.2012997"
"63ba916376cfd2f2afae1084","80.1150525","12.9245279"
"63ba916576cfd2f2afae108a","79.9839686","12.9647163"
"63ba916576cfd2f2afae108c","79.0006410968549","12.7948109"
"63ba916776cfd2f2afae1093","79.0006410968549","12.7948109"
"63ba916876cfd2f2afae1096","79.0006410968549","12.7948109"
"63ba916b76cfd2f2afae10a3","79.0006410968549","12.7948109"
"63baa1e176cfd2f2afae10c2","77.5792694","8.7012203"
"63baa1e376cfd2f2afae10c8","77.5792694","8.7012203"
"63baa1e476cfd2f2afae10cf","77.5792694","8.7012203"
"63baa1e576cfd2f2afae10d2","77.5792694","8.7012203"
"63baa1e976cfd2f2afae10e2","77.5792694","8.7012203"
"63baa1ea76cfd2f2afae10e6","77.5792694","8.7012203"
"63baa1ee76cfd2f2afae10f6","76.947551","8.4882267"
"63baa1f276cfd2f2afae1106","77.5792694","8.7012203"
"63baa1f476cfd2f2afae1110","77.5792694","8.7012203"
"63baa1f576cfd2f2afae1113","77.5792694","8.7012203"
"63baa1f776cfd2f2afae111a","79.9070839","13.1394221"
"63baa1f876cfd2f2afae1121","79.55053744434807","13.1596519"
"63baa1fa76cfd2f2afae1127","79.9839686","12.9647163"
"63baa20176cfd2f2afae1145","79.0006410968549","12.7948109"
"63baa20476cfd2f2afae1153","79.0006410968549","12.7948109"
"63baa20876cfd2f2afae1164","79.0006410968549","12.7948109"
"63baa20876cfd2f2afae1165","79.0006410968549","12.7948109"
"63baaa46f242a98cabfe4f08","80.270186","13.0836939"
"63baaa4af242a98cabfe4f1c","80.270186","13.0836939"
"63baaa4ff242a98cabfe4f33","80.270186","13.0836939"
"63baaa51f242a98cabfe4f3d","80.15986241084877","13.1128863"
"63baaa52f242a98cabfe4f41","80.1146503","12.9269402"
"63baaa53f242a98cabfe4f45","80.270186","13.0836939"
"63baaa55f242a98cabfe4f4d","80.270186","13.0836939"
"63baaa55f242a98cabfe4f4e","80.270186","13.0836939"
"63baaa55f242a98cabfe4f50","80.270186","13.0836939"
"63baaa56f242a98cabfe4f51","80.270186","13.0836939"
"63baaa56f242a98cabfe4f53","80.270186","13.0836939"
"63baac8abf318fc993ccf32f","81.08045423126018","17.015219000000002"
"63baac8bbf318fc993ccf335","81.527344","16.5427689"
"63baac91bf318fc993ccf34e","80.6185089","16.5087573"
"63baac91bf318fc993ccf352","80.6185089","16.5087573"
"63baac93bf318fc993ccf359","78.0425373","15.8309251"
"63baac95bf318fc993ccf362","80.4541588","16.2915189"
"63ba915876cfd2f2afae1053","80.1549869218863","12.8422129"
"63ba915b76cfd2f2afae1061","79.0006410968549","12.7948109"
"63ba915f76cfd2f2afae1070","79.9070839","13.1394221"
"63ba916076cfd2f2afae1074","79.9070839","13.1394221"
"63ba916176cfd2f2afae107c","79.0006410968549","12.7948109"
"63ba916976cfd2f2afae109c","79.0006410968549","12.7948109"
"63ba916a76cfd2f2afae109f","79.9839686","12.9647163"
"63ba916b76cfd2f2afae10a6","79.0006410968549","12.7948109"
"63ba916d76cfd2f2afae10ad","79.0006410968549","12.7948109"
"63ba916e76cfd2f2afae10b1","79.3637892","12.9254734"
"63ba916f76cfd2f2afae10b3","80.05106225488868","13.0768552"
"63baa1df76cfd2f2afae10ba","77.5792694","8.7012203"
"63baa1e076cfd2f2afae10be","76.947551","8.4882267"
"63baa1e276cfd2f2afae10c3","77.5792694","8.7012203"
"63baa1e576cfd2f2afae10d0","77.5792694","8.7012203"
"63baa1e676cfd2f2afae10d7","77.5792694","8.7012203"
"63baa1e976cfd2f2afae10e1","77.5792694","8.7012203"
"63baa1ec76cfd2f2afae10f0","76.947551","8.4882267"
"63baa1ed76cfd2f2afae10f2","77.4310125","8.969979"
"63baa1ed76cfd2f2afae10f4","77.5792694","8.7012203"
"63baa1f576cfd2f2afae1116","77.5792694","8.7012203"
"63baa1fd76cfd2f2afae1135","79.55053744434807","13.1596519"
"63baa1fe76cfd2f2afae1138","79.0006410968549","12.7948109"
"63baa20376cfd2f2afae114d","79.15555061803596","13.1601048"
"63baa20376cfd2f2afae114e","79.0006410968549","12.7948109"
"63baa20376cfd2f2afae1150","79.0006410968549","12.7948109"
"63baa20976cfd2f2afae1169","78.77085116013691","14.2012997"
"63baaa44f242a98cabfe4f02","80.270186","13.0836939"
"63baaa45f242a98cabfe4f03","80.270186","13.0836939"
"63baaa47f242a98cabfe4f0b","80.270186","13.0836939"
"63baaa49f242a98cabfe4f15","80.270186","13.0836939"
"63baaa4bf242a98cabfe4f1e","80.270186","13.0836939"
"63baaa4cf242a98cabfe4f23","79.15555061803596","13.1601048"
"63baaa4df242a98cabfe4f29","80.270186","13.0836939"
"63baaa4ef242a98cabfe4f2e","79.15555061803596","13.1601048"
"63baaa52f242a98cabfe4f40","80.270186","13.0836939"
"63baaa52f242a98cabfe4f42","80.270186","13.0836939"
"63baaa53f242a98cabfe4f46","80.270186","13.0836939"
"63baaa54f242a98cabfe4f48","80.270186","13.0836939"
"63baaa54f242a98cabfe4f49","80.270186","13.0836939"
"63baaa58f242a98cabfe4f5d","80.270186","13.0836939"
"63baaa5af242a98cabfe4f63","80.270186","13.0836939"
"63baac7dbf318fc993ccf325","81.08045423126018","17.015219000000002"
"63baac8bbf318fc993ccf336","78.54855180269425","14.752265900000001"
"63baac8cbf318fc993ccf338","80.6185089","16.5087573"
"63baaa4df242a98cabfe4f2b","80.270186","13.0836939"
"63baaa4ef242a98cabfe4f2f","80.270186","13.0836939"
"63baaa4ff242a98cabfe4f31","80.270186","13.0836939"
"63baaa50f242a98cabfe4f35","80.270186","13.0836939"
"63baaa50f242a98cabfe4f37","80.270186","13.0836939"
"63baaa55f242a98cabfe4f4c","80.270186","13.0836939"
"63baac8fbf318fc993ccf347","80.6185089","16.5087573"
"63baac8fbf318fc993ccf348","80.6185089","16.5087573"
"63baac90bf318fc993ccf34a","81.527344","16.5427689"
"63baac90bf318fc993ccf34b","78.0425373","15.8309251"
"63baaa56f242a98cabfe4f54","80.270186","13.0836939"
"63baaa57f242a98cabfe4f59","80.270186","13.0836939"
"63baaa59f242a98cabfe4f60","80.270186","13.0836939"
"63baaa59f242a98cabfe4f61","80.270186","13.0836939"
"63baac7bbf318fc993ccf31d","78.87656195717906","15.12674115"
"63baac7cbf318fc993ccf321","80.4541588","16.2915189"
"63baac8bbf318fc993ccf334","79.21749353315548","16.8579636"
"63baac8cbf318fc993ccf33a","78.0425373","15.8309251"
"63baac8dbf318fc993ccf33e","80.6185089","16.5087573"
"63baac8ebf318fc993ccf344","77.55625984224562","14.6546235"
"63baac8fbf318fc993ccf349","81.527344","16.5427689"
"63baac92bf318fc993ccf353","80.6185089","16.5087573"
"63baac94bf318fc993ccf35f","75.7223521","14.5203896"
"63ba915776cfd2f2afae1050","77.5792694","8.7012203"
"63ba915776cfd2f2afae1051","77.5792694","8.7012203"
"63ba915976cfd2f2afae1059","79.15555061803596","13.1601048"
"63ba915976cfd2f2afae105a","79.6700892","13.0839782"
"63ba915a76cfd2f2afae105b","79.15555061803596","13.1601048"
"63ba915b76cfd2f2afae1063","79.0006410968549","12.7948109"
"63ba915f76cfd2f2afae1072","79.9070839","13.1394221"
"63ba916676cfd2f2afae1091","79.0006410968549","12.7948109"
"63ba916876cfd2f2afae1097","79.0006410968549","12.7948109"
"63ba916976cfd2f2afae109b","79.9839686","12.9647163"
"63baa1df76cfd2f2afae10b7","76.947551","8.4882267"
"63baa1e376cfd2f2afae10ca","76.947551","8.4882267"
"63baa1e776cfd2f2afae10da","77.5792694","8.7012203"
"63baa1e976cfd2f2afae10e3","77.5792694","8.7012203"
"63baa1f076cfd2f2afae1101","77.5792694","8.7012203"
"63baa1f176cfd2f2afae1102","76.947551","8.4882267"
"63baa1f876cfd2f2afae1120","79.0006410968549","12.7948109"
"63baa1f976cfd2f2afae1124","79.0006410968549","12.7948109"
"63baa1fb76cfd2f2afae112b","79.55053744434807","13.1596519"
"63baa1fe76cfd2f2afae1139","79.0006410968549","12.7948109"
"63baa1fe76cfd2f2afae113b","79.0006410968549","12.7948109"
"63baa20076cfd2f2afae1141","79.55053744434807","13.1596519"
"63baa20c76cfd2f2afae1172","79.15555061803596","13.1601048"
"63baa20c76cfd2f2afae1173","79.0006410968549","12.7948109"
"63baa20c76cfd2f2afae1174","79.9839686","12.9647163"
"63baaa47f242a98cabfe4f0d","80.270186","13.0836939"
"63baaa47f242a98cabfe4f0e","79.0006410968549","12.7948109"
"63baaa4bf242a98cabfe4f20","79.15555061803596","13.1601048"
"63baaa4cf242a98cabfe4f22","80.270186","13.0836939"
"63baaa4cf242a98cabfe4f25","79.15555061803596","13.1601048"
"63baaa4df242a98cabfe4f27","80.270186","13.0836939"
"63baaa50f242a98cabfe4f39","80.270186","13.0836939"
"63baaa51f242a98cabfe4f3c","80.270186","13.0836939"
"63baaa52f242a98cabfe4f3e","79.15555061803596","13.1601048"
"63baaa53f242a98cabfe4f43","79.15555061803596","13.1601048"
"63baaa53f242a98cabfe4f47","80.270186","13.0836939"
"63baaa55f242a98cabfe4f4f","80.270186","13.0836939"
"63baaa58f242a98cabfe4f5a","80.270186","13.0836939"
"63baaa58f242a98cabfe4f5b","80.270186","13.0836939"
"63baaa59f242a98cabfe4f5f","80.270186","13.0836939"
"63baaa59f242a98cabfe4f62","80.24099949725411","13.035944350000001"
"63baac8bbf318fc993ccf332","80.4541588","16.2915189"
"63baac8cbf318fc993ccf337","80.06080046754784","15.5075545"
"63baac91bf318fc993ccf350","80.6464219","16.2377735"
"63baac91bf318fc993ccf351","80.1863809","15.9240905"
"63baac94bf318fc993ccf35c","81.685839","16.75414"
"63baac94bf318fc993ccf35d","80.1863809","15.9240905"
"63baac94bf318fc993ccf35e","81.08045423126018","17.015219000000002"
"63ba915876cfd2f2afae1055","79.3341878","12.9245871"
"63ba915a76cfd2f2afae105e","79.15555061803596","13.1601048"
"63ba915b76cfd2f2afae1060","78.77085116013691","14.2012997"
"63ba915c76cfd2f2afae1064","79.9070839","13.1394221"
"63ba915c76cfd2f2afae1065","79.6700892","13.0839782"
"63ba915e76cfd2f2afae106d","79.0006410968549","12.7948109"
"63ba916276cfd2f2afae107d","79.0006410968549","12.7948109"
"63ba916376cfd2f2afae1081","79.15555061803596","13.1601048"
"63ba916576cfd2f2afae1089","79.0006410968549","12.7948109"
"63ba916776cfd2f2afae1092","79.0006410968549","12.7948109"
"63ba916e76cfd2f2afae10b0","79.0006410968549","12.7948109"
"63ba916f76cfd2f2afae10b4","79.0006410968549","12.7948109"
"63ba916f76cfd2f2afae10b5","79.3341878","12.9245871"
"63baa1e076cfd2f2afae10bb","77.5792694","8.7012203"
"63baa1e276cfd2f2afae10c6","77.5792694","8.7012203"
"63baa1e476cfd2f2afae10cd","77.5792694","8.7012203"
"63baa1f076cfd2f2afae10fe","77.5792694","8.7012203"
"63baa1f276cfd2f2afae1108","77.5792694","8.7012203"
"63baa1f276cfd2f2afae1109","77.5792694","8.7012203"
"63baa1f676cfd2f2afae1119","76.947551","8.4882267"
